k,alpha,species,applied-region,Successes (# Pyroprints),Failures (# Pyroprints),NonDecisions (# Pyroprints),Total,Decision-Made Accuracy,Overall Accuracy,
10,0.960,Horse,16-23,6,40,0,46,0.130,0.130,
10,0.960,Horse,23-5,26,61,44,131,0.299,0.198,
10,0.960,orangutan,16-23,0,1,0,1,0.000,0.000,
10,0.960,orangutan,23-5,0,1,1,2,0.000,0.000,
10,0.960,Bat,16-23,36,1,0,37,0.973,0.973,
10,0.960,Bat,23-5,37,1,37,75,0.974,0.493,
10,0.960,Deer,16-23,15,6,0,21,0.714,0.714,
10,0.960,Deer,23-5,18,4,21,43,0.818,0.419,
10,0.960,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
10,0.960,Great Horned Owl,23-5,0,7,3,10,0.000,0.000,
10,0.960,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
10,0.960,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
10,0.960,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
10,0.960,Unknown Avian,23-5,0,2,2,4,0.000,0.000,
10,0.960,Human UTI,16-23,78,61,0,139,0.561,0.561,
10,0.960,Human UTI,23-5,102,38,139,279,0.729,0.366,
10,0.960,unknown,16-23,0,11,0,11,0.000,0.000,
10,0.960,unknown,23-5,0,11,11,22,0.000,0.000,
10,0.960,SLO Creek Water,16-23,0,852,24,876,0.000,0.000,
10,0.960,SLO Creek Water,23-5,0,1328,803,2131,0.000,0.000,
10,0.960,Pig/Swine,16-23,8,18,0,26,0.308,0.308,
10,0.960,Pig/Swine,23-5,9,16,24,49,0.360,0.184,
10,0.960,Klebsiella,16-23,0,0,0,0,NaN,NaN,
10,0.960,Klebsiella,23-5,0,0,0,0,NaN,NaN,
10,0.960,Hu Cw and Dg,16-23,18,12,0,30,0.600,0.600,
10,0.960,Hu Cw and Dg,23-5,14,16,30,60,0.467,0.233,
10,0.960,Ground Squirrel,16-23,86,87,1,174,0.497,0.494,
10,0.960,Ground Squirrel,23-5,84,93,141,318,0.475,0.264,
10,0.960,Opossum,16-23,0,6,0,6,0.000,0.000,
10,0.960,Opossum,23-5,0,6,6,12,0.000,0.000,
10,0.960,Cow,16-23,1554,233,2,1789,0.870,0.869,
10,0.960,Cow,23-5,1503,275,1712,3490,0.845,0.431,
10,0.960,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
10,0.960,Deer Mouse,23-5,0,2,2,4,0.000,0.000,
10,0.960,OVERALL,16-23,3771,2545,32,6348,0.597,0.594,
10,0.960,OVERALL,23-5,4323,3254,5659,13236,0.571,0.327,
10,0.970,Chicken,16-23,0,40,0,40,0.000,0.000,
10,0.970,Chicken,23-5,7,35,40,82,0.167,0.085,
10,0.970,Sea Lion,16-23,0,2,0,2,0.000,0.000,
10,0.970,Sea Lion,23-5,0,4,2,6,0.000,0.000,
10,0.970,Hu and Cw,16-23,18,12,0,30,0.600,0.600,
10,0.970,Hu and Cw,23-5,6,24,30,60,0.200,0.100,
10,0.970,Sheep,16-23,49,55,0,104,0.471,0.471,
10,0.970,Sheep,23-5,58,39,95,192,0.598,0.302,
10,0.970,Hu and Dg,16-23,20,12,0,32,0.625,0.625,
10,0.970,Hu and Dg,23-5,19,11,30,60,0.633,0.317,
10,0.970,Common Loon,16-23,0,2,0,2,0.000,0.000,
10,0.970,Common Loon,23-5,0,2,2,4,0.000,0.000,
10,0.970,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
10,0.970,Red-Winged Blackbird,23-5,0,2,2,4,0.000,0.000,
10,0.970,Cw,16-23,19,11,0,30,0.633,0.633,
10,0.970,Cw,23-5,22,8,30,60,0.733,0.367,
10,0.970,Cliff Sparrow,16-23,1,27,0,28,0.036,0.036,
10,0.970,Cliff Sparrow,23-5,0,29,27,56,0.000,0.000,
10,0.970,Pig,16-23,7,30,0,37,0.189,0.189,
10,0.970,Pig,23-5,5,29,34,68,0.147,0.074,
10,0.970,Barn Owl,16-23,0,0,0,0,NaN,NaN,
10,0.970,Barn Owl,23-5,0,2,0,2,0.000,0.000,
10,0.970,Wild Pig,16-23,1,16,0,17,0.059,0.059,
10,0.970,Wild Pig,23-5,0,10,8,18,0.000,0.000,
10,0.970,Pennington Creek Water,16-23,0,340,5,345,0.000,0.000,
10,0.970,Pennington Creek Water,23-5,0,435,347,782,0.000,0.000,
10,0.970,Guinni,16-23,0,0,0,0,NaN,NaN,
10,0.970,Guinni,23-5,0,2,0,2,0.000,0.000,
10,0.970,Racoon,16-23,0,2,0,2,0.000,0.000,
10,0.970,Racoon,23-5,0,3,2,5,0.000,0.000,
10,0.970,Hu,16-23,24,5,0,29,0.828,0.828,
10,0.970,Hu,23-5,21,10,29,60,0.677,0.350,
10,0.970,Cw and Dg,16-23,2,28,0,30,0.067,0.067,
10,0.970,Cw and Dg,23-5,17,13,30,60,0.567,0.283,
10,0.970,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
10,0.970,Red Wind Blackbird,23-5,0,2,2,4,0.000,0.000,
10,0.970,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
10,0.970,Tree Swallow,23-5,0,2,2,4,0.000,0.000,
10,0.970,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
10,0.970,Turkey Vulture,23-5,0,3,2,5,0.000,0.000,
10,0.970,Dg,16-23,5,25,0,30,0.167,0.167,
10,0.970,Dg,23-5,27,3,30,60,0.900,0.450,
10,0.970,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
10,0.970,Western Kingbird,23-5,0,2,2,4,0.000,0.000,
10,0.970,White Crowned Sparrow,16-23,0,15,0,15,0.000,0.000,
10,0.970,White Crowned Sparrow,23-5,0,15,15,30,0.000,0.000,
10,0.970,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
10,0.970,Eared Grebe,23-5,0,4,0,4,0.000,0.000,
10,0.970,cougar,16-23,0,1,0,1,0.000,0.000,
10,0.970,cougar,23-5,0,1,1,2,0.000,0.000,
10,0.970,Ocean Water,16-23,0,0,0,0,NaN,NaN,
10,0.970,Ocean Water,23-5,0,10,0,10,0.000,0.000,
10,0.970,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
10,0.970,Red Tailed Hawk,23-5,0,3,2,5,0.000,0.000,
10,0.970,Dog,16-23,56,82,0,138,0.406,0.406,
10,0.970,Dog,23-5,92,97,138,327,0.487,0.281,
10,0.970,Human,16-23,1697,178,1,1876,0.905,0.905,
10,0.970,Human,23-5,2144,175,1479,3798,0.925,0.565,
10,0.970,Wild Turkey,16-23,1,45,0,46,0.022,0.022,
10,0.970,Wild Turkey,23-5,2,37,39,78,0.051,0.026,
10,0.970,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
10,0.970,Clark Grebe,23-5,0,2,0,2,0.000,0.000,
10,0.970,Seagull,16-23,0,0,0,0,NaN,NaN,
10,0.970,Seagull,23-5,5,62,0,67,0.075,0.075,
10,0.970,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
10,0.970,Surf Scoter,23-5,0,2,0,2,0.000,0.000,
10,0.970,Pigeon,16-23,49,189,2,240,0.206,0.204,
10,0.970,Pigeon,23-5,85,204,194,483,0.294,0.176,
10,0.970,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000,
10,0.970,Pacific Ocean Water,23-5,0,49,46,95,0.000,0.000,
10,0.970,Cat,16-23,19,34,0,53,0.358,0.358,
10,0.970,Cat,23-5,21,42,38,101,0.333,0.208,
10,0.970,Horse,16-23,6,40,0,46,0.130,0.130,
10,0.970,Horse,23-5,26,61,44,131,0.299,0.198,
10,0.970,orangutan,16-23,0,1,0,1,0.000,0.000,
10,0.970,orangutan,23-5,0,1,1,2,0.000,0.000,
10,0.970,Bat,16-23,36,1,0,37,0.973,0.973,
10,0.970,Bat,23-5,37,1,37,75,0.974,0.493,
10,0.970,Deer,16-23,15,6,0,21,0.714,0.714,
10,0.970,Deer,23-5,18,4,21,43,0.818,0.419,
10,0.970,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
10,0.970,Great Horned Owl,23-5,0,7,3,10,0.000,0.000,
10,0.970,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
10,0.970,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
10,0.970,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
10,0.970,Unknown Avian,23-5,0,2,2,4,0.000,0.000,
10,0.970,Human UTI,16-23,78,61,0,139,0.561,0.561,
10,0.970,Human UTI,23-5,101,37,141,279,0.732,0.362,
10,0.970,unknown,16-23,0,11,0,11,0.000,0.000,
10,0.970,unknown,23-5,0,11,11,22,0.000,0.000,
10,0.970,SLO Creek Water,16-23,0,852,24,876,0.000,0.000,
10,0.970,SLO Creek Water,23-5,0,1328,803,2131,0.000,0.000,
10,0.970,Pig/Swine,16-23,8,18,0,26,0.308,0.308,
10,0.970,Pig/Swine,23-5,8,16,25,49,0.333,0.163,
10,0.970,Klebsiella,16-23,0,0,0,0,NaN,NaN,
10,0.970,Klebsiella,23-5,0,0,0,0,NaN,NaN,
10,0.970,Hu Cw and Dg,16-23,18,12,0,30,0.600,0.600,
10,0.970,Hu Cw and Dg,23-5,14,16,30,60,0.467,0.233,
10,0.970,Ground Squirrel,16-23,86,86,2,174,0.500,0.494,
10,0.970,Ground Squirrel,23-5,84,93,141,318,0.475,0.264,
10,0.970,Opossum,16-23,0,6,0,6,0.000,0.000,
10,0.970,Opossum,23-5,0,6,6,12,0.000,0.000,
10,0.970,Cow,16-23,1548,233,8,1789,0.869,0.865,
10,0.970,Cow,23-5,1500,275,1715,3490,0.845,0.430,
10,0.970,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
10,0.970,Deer Mouse,23-5,0,2,2,4,0.000,0.000,
10,0.970,OVERALL,16-23,3763,2543,42,6348,0.597,0.593,
10,0.970,OVERALL,23-5,4319,3237,5680,13236,0.572,0.326,
10,0.980,Chicken,16-23,0,40,0,40,0.000,0.000,
10,0.980,Chicken,23-5,8,34,40,82,0.190,0.098,
10,0.980,Sea Lion,16-23,0,2,0,2,0.000,0.000,
10,0.980,Sea Lion,23-5,0,4,2,6,0.000,0.000,
10,0.980,Hu and Cw,16-23,17,12,1,30,0.586,0.567,
10,0.980,Hu and Cw,23-5,6,24,30,60,0.200,0.100,
10,0.980,Sheep,16-23,51,53,0,104,0.490,0.490,
10,0.980,Sheep,23-5,57,39,96,192,0.594,0.297,
10,0.980,Hu and Dg,16-23,20,12,0,32,0.625,0.625,
10,0.980,Hu and Dg,23-5,19,11,30,60,0.633,0.317,
10,0.980,Common Loon,16-23,0,2,0,2,0.000,0.000,
10,0.980,Common Loon,23-5,0,2,2,4,0.000,0.000,
10,0.980,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
10,0.980,Red-Winged Blackbird,23-5,0,2,2,4,0.000,0.000,
10,0.980,Cw,16-23,19,11,0,30,0.633,0.633,
10,0.980,Cw,23-5,22,8,30,60,0.733,0.367,
10,0.980,Cliff Sparrow,16-23,1,27,0,28,0.036,0.036,
10,0.980,Cliff Sparrow,23-5,0,29,27,56,0.000,0.000,
10,0.980,Pig,16-23,7,30,0,37,0.189,0.189,
10,0.980,Pig,23-5,5,29,34,68,0.147,0.074,
10,0.980,Barn Owl,16-23,0,0,0,0,NaN,NaN,
10,0.980,Barn Owl,23-5,0,2,0,2,0.000,0.000,
10,0.980,Wild Pig,16-23,1,15,1,17,0.063,0.059,
10,0.980,Wild Pig,23-5,0,10,8,18,0.000,0.000,
10,0.980,Pennington Creek Water,16-23,0,333,12,345,0.000,0.000,
10,0.980,Pennington Creek Water,23-5,0,429,353,782,0.000,0.000,
10,0.980,Guinni,16-23,0,0,0,0,NaN,NaN,
10,0.980,Guinni,23-5,0,2,0,2,0.000,0.000,
10,0.980,Racoon,16-23,0,2,0,2,0.000,0.000,
10,0.980,Racoon,23-5,0,3,2,5,0.000,0.000,
10,0.980,Hu,16-23,24,5,0,29,0.828,0.828,
10,0.980,Hu,23-5,21,10,29,60,0.677,0.350,
10,0.980,Cw and Dg,16-23,2,28,0,30,0.067,0.067,
10,0.980,Cw and Dg,23-5,17,13,30,60,0.567,0.283,
10,0.980,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
10,0.980,Red Wind Blackbird,23-5,0,2,2,4,0.000,0.000,
10,0.980,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
10,0.980,Tree Swallow,23-5,0,2,2,4,0.000,0.000,
10,0.980,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
10,0.980,Turkey Vulture,23-5,0,3,2,5,0.000,0.000,
10,0.980,Dg,16-23,5,25,0,30,0.167,0.167,
10,0.980,Dg,23-5,27,3,30,60,0.900,0.450,
10,0.980,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
10,0.980,Western Kingbird,23-5,0,2,2,4,0.000,0.000,
10,0.980,White Crowned Sparrow,16-23,0,15,0,15,0.000,0.000,
10,0.980,White Crowned Sparrow,23-5,0,15,15,30,0.000,0.000,
10,0.980,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
10,0.980,Eared Grebe,23-5,0,4,0,4,0.000,0.000,
10,0.980,cougar,16-23,0,1,0,1,0.000,0.000,
10,0.980,cougar,23-5,0,0,2,2,NaN,0.000,
10,0.980,Ocean Water,16-23,0,0,0,0,NaN,NaN,
10,0.980,Ocean Water,23-5,0,10,0,10,0.000,0.000,
10,0.980,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
10,0.980,Red Tailed Hawk,23-5,0,3,2,5,0.000,0.000,
10,0.980,Dog,16-23,55,81,2,138,0.404,0.399,
10,0.980,Dog,23-5,92,97,138,327,0.487,0.281,
10,0.980,Human,16-23,1697,174,5,1876,0.907,0.905,
10,0.980,Human,23-5,2143,170,1485,3798,0.927,0.564,
10,0.980,Wild Turkey,16-23,1,45,0,46,0.022,0.022,
10,0.980,Wild Turkey,23-5,4,35,39,78,0.103,0.051,
10,0.980,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
10,0.980,Clark Grebe,23-5,0,2,0,2,0.000,0.000,
10,0.980,Seagull,16-23,0,0,0,0,NaN,NaN,
10,0.980,Seagull,23-5,7,60,0,67,0.104,0.104,
10,0.980,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
10,0.980,Surf Scoter,23-5,2,0,0,2,1.000,1.000,
10,0.980,Pigeon,16-23,49,185,6,240,0.209,0.204,
10,0.980,Pigeon,23-5,84,202,197,483,0.294,0.174,
10,0.980,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000,
10,0.980,Pacific Ocean Water,23-5,0,45,50,95,0.000,0.000,
10,0.980,Cat,16-23,19,34,0,53,0.358,0.358,
10,0.980,Cat,23-5,22,41,38,101,0.349,0.218,
10,0.980,Horse,16-23,6,40,0,46,0.130,0.130,
10,0.980,Horse,23-5,26,61,44,131,0.299,0.198,
10,0.980,orangutan,16-23,0,1,0,1,0.000,0.000,
10,0.980,orangutan,23-5,0,1,1,2,0.000,0.000,
10,0.980,Bat,16-23,36,1,0,37,0.973,0.973,
10,0.980,Bat,23-5,37,1,37,75,0.974,0.493,
10,0.980,Deer,16-23,15,6,0,21,0.714,0.714,
10,0.980,Deer,23-5,18,3,22,43,0.857,0.419,
10,0.980,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
10,0.980,Great Horned Owl,23-5,0,7,3,10,0.000,0.000,
10,0.980,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
10,0.980,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
10,0.980,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
10,0.980,Unknown Avian,23-5,0,2,2,4,0.000,0.000,
10,0.980,Human UTI,16-23,78,61,0,139,0.561,0.561,
10,0.980,Human UTI,23-5,101,37,141,279,0.732,0.362,
10,0.980,unknown,16-23,0,11,0,11,0.000,0.000,
10,0.980,unknown,23-5,0,11,11,22,0.000,0.000,
10,0.980,SLO Creek Water,16-23,0,846,30,876,0.000,0.000,
10,0.980,SLO Creek Water,23-5,0,1318,813,2131,0.000,0.000,
10,0.980,Pig/Swine,16-23,8,18,0,26,0.308,0.308,
10,0.980,Pig/Swine,23-5,8,15,26,49,0.348,0.163,
10,0.980,Klebsiella,16-23,0,0,0,0,NaN,NaN,
10,0.980,Klebsiella,23-5,0,0,0,0,NaN,NaN,
10,0.980,Hu Cw and Dg,16-23,18,12,0,30,0.600,0.600,
10,0.980,Hu Cw and Dg,23-5,14,16,30,60,0.467,0.233,
10,0.980,Ground Squirrel,16-23,87,83,4,174,0.512,0.500,
10,0.980,Ground Squirrel,23-5,84,93,141,318,0.475,0.264,
10,0.980,Opossum,16-23,0,6,0,6,0.000,0.000,
10,0.980,Opossum,23-5,0,6,6,12,0.000,0.000,
10,0.980,Cow,16-23,1542,236,11,1789,0.867,0.862,
10,0.980,Cow,23-5,1495,268,1727,3490,0.848,0.428,
10,0.980,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
10,0.980,Deer Mouse,23-5,0,2,2,4,0.000,0.000,
10,0.980,OVERALL,16-23,3758,2518,72,6348,0.599,0.592,
10,0.980,OVERALL,23-5,4319,3192,5725,13236,0.575,0.326,
10,0.990,Chicken,16-23,2,35,3,40,0.054,0.050,
10,0.990,Chicken,23-5,9,33,40,82,0.214,0.110,
10,0.990,Sea Lion,16-23,0,2,0,2,0.000,0.000,
10,0.990,Sea Lion,23-5,2,2,2,6,0.500,0.333,
10,0.990,Hu and Cw,16-23,17,12,1,30,0.586,0.567,
10,0.990,Hu and Cw,23-5,7,23,30,60,0.233,0.117,
10,0.990,Sheep,16-23,50,52,2,104,0.490,0.481,
10,0.990,Sheep,23-5,58,37,97,192,0.611,0.302,
10,0.990,Hu and Dg,16-23,20,12,0,32,0.625,0.625,
10,0.990,Hu and Dg,23-5,19,11,30,60,0.633,0.317,
10,0.990,Common Loon,16-23,0,2,0,2,0.000,0.000,
10,0.990,Common Loon,23-5,0,2,2,4,0.000,0.000,
10,0.990,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
10,0.990,Red-Winged Blackbird,23-5,0,2,2,4,0.000,0.000,
10,0.990,Cw,16-23,18,11,1,30,0.621,0.600,
10,0.990,Cw,23-5,22,8,30,60,0.733,0.367,
10,0.990,Cliff Sparrow,16-23,1,27,0,28,0.036,0.036,
10,0.990,Cliff Sparrow,23-5,0,28,28,56,0.000,0.000,
10,0.990,Pig,16-23,7,30,0,37,0.189,0.189,
10,0.990,Pig,23-5,9,24,35,68,0.273,0.132,
10,0.990,Barn Owl,16-23,0,0,0,0,NaN,NaN,
10,0.990,Barn Owl,23-5,0,2,0,2,0.000,0.000,
10,0.990,Wild Pig,16-23,1,15,1,17,0.063,0.059,
10,0.990,Wild Pig,23-5,0,9,9,18,0.000,0.000,
10,0.990,Pennington Creek Water,16-23,0,312,33,345,0.000,0.000,
10,0.990,Pennington Creek Water,23-5,0,391,391,782,0.000,0.000,
10,0.990,Guinni,16-23,0,0,0,0,NaN,NaN,
10,0.990,Guinni,23-5,0,2,0,2,0.000,0.000,
10,0.990,Racoon,16-23,0,2,0,2,0.000,0.000,
10,0.990,Racoon,23-5,0,3,2,5,0.000,0.000,
10,0.990,Hu,16-23,24,5,0,29,0.828,0.828,
10,0.990,Hu,23-5,21,10,29,60,0.677,0.350,
10,0.990,Cw and Dg,16-23,2,28,0,30,0.067,0.067,
10,0.990,Cw and Dg,23-5,18,12,30,60,0.600,0.300,
10,0.990,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
10,0.990,Red Wind Blackbird,23-5,0,2,2,4,0.000,0.000,
10,0.990,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
10,0.990,Tree Swallow,23-5,0,2,2,4,0.000,0.000,
10,0.990,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
10,0.990,Turkey Vulture,23-5,0,3,2,5,0.000,0.000,
10,0.990,Dg,16-23,5,25,0,30,0.167,0.167,
10,0.990,Dg,23-5,27,3,30,60,0.900,0.450,
10,0.990,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
10,0.990,Western Kingbird,23-5,0,2,2,4,0.000,0.000,
10,0.990,White Crowned Sparrow,16-23,0,15,0,15,0.000,0.000,
10,0.990,White Crowned Sparrow,23-5,0,15,15,30,0.000,0.000,
10,0.990,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
10,0.990,Eared Grebe,23-5,0,4,0,4,0.000,0.000,
10,0.990,cougar,16-23,0,1,0,1,0.000,0.000,
10,0.990,cougar,23-5,0,0,2,2,NaN,0.000,
10,0.990,Ocean Water,16-23,0,0,0,0,NaN,NaN,
10,0.990,Ocean Water,23-5,0,10,0,10,0.000,0.000,
10,0.990,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
10,0.990,Red Tailed Hawk,23-5,0,3,2,5,0.000,0.000,
10,0.990,Dog,16-23,58,76,4,138,0.433,0.420,
10,0.990,Dog,23-5,95,91,141,327,0.511,0.291,
10,0.990,Human,16-23,1675,167,34,1876,0.909,0.893,
10,0.990,Human,23-5,2125,169,1504,3798,0.926,0.560,
10,0.990,Wild Turkey,16-23,3,43,0,46,0.065,0.065,
10,0.990,Wild Turkey,23-5,4,31,43,78,0.114,0.051,
10,0.990,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
10,0.990,Clark Grebe,23-5,2,0,0,2,1.000,1.000,
10,0.990,Seagull,16-23,0,0,0,0,NaN,NaN,
10,0.990,Seagull,23-5,12,53,2,67,0.185,0.179,
10,0.990,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
10,0.990,Surf Scoter,23-5,2,0,0,2,1.000,1.000,
10,0.990,Pigeon,16-23,56,169,15,240,0.249,0.233,
10,0.990,Pigeon,23-5,90,189,204,483,0.323,0.186,
10,0.990,Pacific Ocean Water,16-23,0,41,5,46,0.000,0.000,
10,0.990,Pacific Ocean Water,23-5,0,38,57,95,0.000,0.000,
10,0.990,Cat,16-23,19,33,1,53,0.365,0.358,
10,0.990,Cat,23-5,22,40,39,101,0.355,0.218,
10,0.990,Horse,16-23,9,35,2,46,0.205,0.196,
10,0.990,Horse,23-5,26,60,45,131,0.302,0.198,
10,0.990,orangutan,16-23,0,1,0,1,0.000,0.000,
10,0.990,orangutan,23-5,0,1,1,2,0.000,0.000,
10,0.990,Bat,16-23,36,1,0,37,0.973,0.973,
10,0.990,Bat,23-5,37,1,37,75,0.974,0.493,
10,0.990,Deer,16-23,15,5,1,21,0.750,0.714,
10,0.990,Deer,23-5,18,2,23,43,0.900,0.419,
10,0.990,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
10,0.990,Great Horned Owl,23-5,0,7,3,10,0.000,0.000,
10,0.990,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
10,0.990,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
10,0.990,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
10,0.990,Unknown Avian,23-5,0,2,2,4,0.000,0.000,
10,0.990,Human UTI,16-23,82,57,0,139,0.590,0.590,
10,0.990,Human UTI,23-5,102,34,143,279,0.750,0.366,
10,0.990,unknown,16-23,0,11,0,11,0.000,0.000,
10,0.990,unknown,23-5,0,11,11,22,0.000,0.000,
10,0.990,SLO Creek Water,16-23,0,817,59,876,0.000,0.000,
10,0.990,SLO Creek Water,23-5,0,1235,896,2131,0.000,0.000,
10,0.990,Pig/Swine,16-23,7,18,1,26,0.280,0.269,
10,0.990,Pig/Swine,23-5,8,15,26,49,0.348,0.163,
10,0.990,Klebsiella,16-23,0,0,0,0,NaN,NaN,
10,0.990,Klebsiella,23-5,0,0,0,0,NaN,NaN,
10,0.990,Hu Cw and Dg,16-23,17,13,0,30,0.567,0.567,
10,0.990,Hu Cw and Dg,23-5,13,17,30,60,0.433,0.217,
10,0.990,Ground Squirrel,16-23,89,74,11,174,0.546,0.511,
10,0.990,Ground Squirrel,23-5,86,86,146,318,0.500,0.270,
10,0.990,Opossum,16-23,1,5,0,6,0.167,0.167,
10,0.990,Opossum,23-5,2,4,6,12,0.333,0.167,
10,0.990,Cow,16-23,1508,221,60,1789,0.872,0.843,
10,0.990,Cow,23-5,1463,271,1756,3490,0.844,0.419,
10,0.990,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
10,0.990,Deer Mouse,23-5,0,2,2,4,0.000,0.000,
10,0.990,OVERALL,16-23,3722,2392,234,6348,0.609,0.586,
10,0.990,OVERALL,23-5,4299,3006,5931,13236,0.589,0.325,
10,1.000,Chicken,16-23,0,0,40,40,NaN,0.000,
10,1.000,Chicken,23-5,0,0,82,82,NaN,0.000,
10,1.000,Sea Lion,16-23,0,0,2,2,NaN,0.000,
10,1.000,Sea Lion,23-5,0,0,6,6,NaN,0.000,
10,1.000,Hu and Cw,16-23,0,0,30,30,NaN,0.000,
10,1.000,Hu and Cw,23-5,0,0,60,60,NaN,0.000,
10,1.000,Sheep,16-23,0,0,104,104,NaN,0.000,
10,1.000,Sheep,23-5,0,0,192,192,NaN,0.000,
10,1.000,Hu and Dg,16-23,0,0,32,32,NaN,0.000,
10,1.000,Hu and Dg,23-5,0,0,60,60,NaN,0.000,
10,1.000,Common Loon,16-23,0,0,2,2,NaN,0.000,
10,1.000,Common Loon,23-5,0,0,4,4,NaN,0.000,
10,1.000,Red-Winged Blackbird,16-23,0,0,2,2,NaN,0.000,
10,1.000,Red-Winged Blackbird,23-5,0,0,4,4,NaN,0.000,
10,1.000,Cw,16-23,0,0,30,30,NaN,0.000,
10,1.000,Cw,23-5,0,0,60,60,NaN,0.000,
10,1.000,Cliff Sparrow,16-23,0,0,28,28,NaN,0.000,
10,1.000,Cliff Sparrow,23-5,0,0,56,56,NaN,0.000,
10,1.000,Pig,16-23,0,0,37,37,NaN,0.000,
10,1.000,Pig,23-5,0,0,68,68,NaN,0.000,
10,1.000,Barn Owl,16-23,0,0,0,0,NaN,NaN,
10,1.000,Barn Owl,23-5,0,0,2,2,NaN,0.000,
10,1.000,Wild Pig,16-23,0,0,17,17,NaN,0.000,
10,1.000,Wild Pig,23-5,0,0,18,18,NaN,0.000,
10,1.000,Pennington Creek Water,16-23,0,0,345,345,NaN,0.000,
10,1.000,Pennington Creek Water,23-5,0,0,782,782,NaN,0.000,
10,1.000,Guinni,16-23,0,0,0,0,NaN,NaN,
10,1.000,Guinni,23-5,0,0,2,2,NaN,0.000,
10,1.000,Racoon,16-23,0,0,2,2,NaN,0.000,
10,1.000,Racoon,23-5,0,0,5,5,NaN,0.000,
10,1.000,Hu,16-23,0,0,29,29,NaN,0.000,
10,1.000,Hu,23-5,0,0,60,60,NaN,0.000,
10,1.000,Cw and Dg,16-23,0,0,30,30,NaN,0.000,
10,1.000,Cw and Dg,23-5,0,0,60,60,NaN,0.000,
10,1.000,Red Wind Blackbird,16-23,0,0,2,2,NaN,0.000,
10,1.000,Red Wind Blackbird,23-5,0,0,4,4,NaN,0.000,
10,1.000,Tree Swallow,16-23,0,0,2,2,NaN,0.000,
10,1.000,Tree Swallow,23-5,0,0,4,4,NaN,0.000,
10,1.000,Turkey Vulture,16-23,0,0,2,2,NaN,0.000,
10,1.000,Turkey Vulture,23-5,0,0,5,5,NaN,0.000,
10,1.000,Dg,16-23,0,0,30,30,NaN,0.000,
10,1.000,Dg,23-5,0,0,60,60,NaN,0.000,
10,1.000,Western Kingbird,16-23,0,0,2,2,NaN,0.000,
10,1.000,Western Kingbird,23-5,0,0,4,4,NaN,0.000,
10,1.000,White Crowned Sparrow,16-23,0,0,15,15,NaN,0.000,
10,1.000,White Crowned Sparrow,23-5,0,0,30,30,NaN,0.000,
10,1.000,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
