k,alpha,species,applied-region,Successes (# Pyroprints),Failures (# Pyroprints),NonDecisions (# Pyroprints),Total,Decision-Made Accuracy,Overall Accuracy,
10,1.000,Eared Grebe,23-5,0,0,4,4,NaN,0.000,
10,1.000,cougar,16-23,0,0,1,1,NaN,0.000,
10,1.000,cougar,23-5,0,0,2,2,NaN,0.000,
10,1.000,Ocean Water,16-23,0,0,0,0,NaN,NaN,
10,1.000,Ocean Water,23-5,0,0,10,10,NaN,0.000,
10,1.000,Red Tailed Hawk,16-23,0,0,2,2,NaN,0.000,
10,1.000,Red Tailed Hawk,23-5,0,0,5,5,NaN,0.000,
10,1.000,Dog,16-23,0,0,138,138,NaN,0.000,
10,1.000,Dog,23-5,0,0,327,327,NaN,0.000,
10,1.000,Human,16-23,0,0,1876,1876,NaN,0.000,
10,1.000,Human,23-5,0,0,3798,3798,NaN,0.000,
10,1.000,Wild Turkey,16-23,0,0,46,46,NaN,0.000,
10,1.000,Wild Turkey,23-5,0,0,78,78,NaN,0.000,
10,1.000,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
10,1.000,Clark Grebe,23-5,0,0,2,2,NaN,0.000,
10,1.000,Seagull,16-23,0,0,0,0,NaN,NaN,
10,1.000,Seagull,23-5,0,0,67,67,NaN,0.000,
10,1.000,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
10,1.000,Surf Scoter,23-5,0,0,2,2,NaN,0.000,
10,1.000,Pigeon,16-23,0,0,240,240,NaN,0.000,
10,1.000,Pigeon,23-5,0,0,483,483,NaN,0.000,
10,1.000,Pacific Ocean Water,16-23,0,0,46,46,NaN,0.000,
10,1.000,Pacific Ocean Water,23-5,0,0,95,95,NaN,0.000,
10,1.000,Cat,16-23,0,0,53,53,NaN,0.000,
10,1.000,Cat,23-5,0,0,101,101,NaN,0.000,
10,1.000,Horse,16-23,0,0,46,46,NaN,0.000,
10,1.000,Horse,23-5,0,0,131,131,NaN,0.000,
10,1.000,orangutan,16-23,0,0,1,1,NaN,0.000,
10,1.000,orangutan,23-5,0,0,2,2,NaN,0.000,
10,1.000,Bat,16-23,0,0,37,37,NaN,0.000,
10,1.000,Bat,23-5,0,0,75,75,NaN,0.000,
10,1.000,Deer,16-23,0,0,21,21,NaN,0.000,
10,1.000,Deer,23-5,0,0,43,43,NaN,0.000,
10,1.000,Great Horned Owl,16-23,0,0,3,3,NaN,0.000,
10,1.000,Great Horned Owl,23-5,0,0,10,10,NaN,0.000,
10,1.000,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
10,1.000,Freshwater Lagoon,23-5,0,0,4,4,NaN,0.000,
10,1.000,Unknown Avian,16-23,0,0,2,2,NaN,0.000,
10,1.000,Unknown Avian,23-5,0,0,4,4,NaN,0.000,
10,1.000,Human UTI,16-23,0,0,139,139,NaN,0.000,
10,1.000,Human UTI,23-5,0,0,279,279,NaN,0.000,
10,1.000,unknown,16-23,0,0,11,11,NaN,0.000,
10,1.000,unknown,23-5,0,0,22,22,NaN,0.000,
10,1.000,SLO Creek Water,16-23,0,0,876,876,NaN,0.000,
10,1.000,SLO Creek Water,23-5,0,0,2131,2131,NaN,0.000,
10,1.000,Pig/Swine,16-23,0,0,26,26,NaN,0.000,
10,1.000,Pig/Swine,23-5,0,0,49,49,NaN,0.000,
10,1.000,Klebsiella,16-23,0,0,0,0,NaN,NaN,
10,1.000,Klebsiella,23-5,0,0,0,0,NaN,NaN,
10,1.000,Hu Cw and Dg,16-23,0,0,30,30,NaN,0.000,
10,1.000,Hu Cw and Dg,23-5,0,0,60,60,NaN,0.000,
10,1.000,Ground Squirrel,16-23,0,0,174,174,NaN,0.000,
10,1.000,Ground Squirrel,23-5,0,0,318,318,NaN,0.000,
10,1.000,Opossum,16-23,0,0,6,6,NaN,0.000,
10,1.000,Opossum,23-5,0,0,12,12,NaN,0.000,
10,1.000,Cow,16-23,0,0,1789,1789,NaN,0.000,
10,1.000,Cow,23-5,0,0,3490,3490,NaN,0.000,
10,1.000,Deer Mouse,16-23,0,0,2,2,NaN,0.000,
10,1.000,Deer Mouse,23-5,0,0,4,4,NaN,0.000,
10,1.000,OVERALL,16-23,0,0,6348,6348,NaN,0.000,
10,1.000,OVERALL,23-5,0,0,13236,13236,NaN,0.000,
11,0.000,Chicken,16-23,0,40,0,40,0.000,0.000,
11,0.000,Chicken,23-5,12,70,0,82,0.146,0.146,
11,0.000,Sea Lion,16-23,0,2,0,2,0.000,0.000,
11,0.000,Sea Lion,23-5,0,6,0,6,0.000,0.000,
11,0.000,Hu and Cw,16-23,20,10,0,30,0.667,0.667,
11,0.000,Hu and Cw,23-5,30,30,0,60,0.500,0.500,
11,0.000,Sheep,16-23,47,57,0,104,0.452,0.452,
11,0.000,Sheep,23-5,112,80,0,192,0.583,0.583,
11,0.000,Hu and Dg,16-23,19,13,0,32,0.594,0.594,
11,0.000,Hu and Dg,23-5,41,19,0,60,0.683,0.683,
11,0.000,Common Loon,16-23,0,2,0,2,0.000,0.000,
11,0.000,Common Loon,23-5,0,4,0,4,0.000,0.000,
11,0.000,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
11,0.000,Red-Winged Blackbird,23-5,0,4,0,4,0.000,0.000,
11,0.000,Cw,16-23,19,11,0,30,0.633,0.633,
11,0.000,Cw,23-5,46,14,0,60,0.767,0.767,
11,0.000,Cliff Sparrow,16-23,2,26,0,28,0.071,0.071,
11,0.000,Cliff Sparrow,23-5,1,55,0,56,0.018,0.018,
11,0.000,Pig,16-23,7,30,0,37,0.189,0.189,
11,0.000,Pig,23-5,10,58,0,68,0.147,0.147,
11,0.000,Barn Owl,16-23,0,0,0,0,NaN,NaN,
11,0.000,Barn Owl,23-5,0,2,0,2,0.000,0.000,
11,0.000,Wild Pig,16-23,1,16,0,17,0.059,0.059,
11,0.000,Wild Pig,23-5,0,18,0,18,0.000,0.000,
11,0.000,Pennington Creek Water,16-23,0,345,0,345,0.000,0.000,
11,0.000,Pennington Creek Water,23-5,0,782,0,782,0.000,0.000,
11,0.000,Guinni,16-23,0,0,0,0,NaN,NaN,
11,0.000,Guinni,23-5,0,2,0,2,0.000,0.000,
11,0.000,Racoon,16-23,0,2,0,2,0.000,0.000,
11,0.000,Racoon,23-5,0,5,0,5,0.000,0.000,
11,0.000,Hu,16-23,22,7,0,29,0.759,0.759,
11,0.000,Hu,23-5,44,16,0,60,0.733,0.733,
11,0.000,Cw and Dg,16-23,4,26,0,30,0.133,0.133,
11,0.000,Cw and Dg,23-5,38,22,0,60,0.633,0.633,
11,0.000,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
11,0.000,Red Wind Blackbird,23-5,0,4,0,4,0.000,0.000,
11,0.000,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
11,0.000,Tree Swallow,23-5,0,4,0,4,0.000,0.000,
11,0.000,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
11,0.000,Turkey Vulture,23-5,0,5,0,5,0.000,0.000,
11,0.000,Dg,16-23,6,24,0,30,0.200,0.200,
11,0.000,Dg,23-5,54,6,0,60,0.900,0.900,
11,0.000,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
11,0.000,Western Kingbird,23-5,0,4,0,4,0.000,0.000,
11,0.000,White Crowned Sparrow,16-23,0,15,0,15,0.000,0.000,
11,0.000,White Crowned Sparrow,23-5,3,27,0,30,0.100,0.100,
11,0.000,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
11,0.000,Eared Grebe,23-5,0,4,0,4,0.000,0.000,
11,0.000,cougar,16-23,0,1,0,1,0.000,0.000,
11,0.000,cougar,23-5,0,2,0,2,0.000,0.000,
11,0.000,Ocean Water,16-23,0,0,0,0,NaN,NaN,
11,0.000,Ocean Water,23-5,0,10,0,10,0.000,0.000,
11,0.000,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
11,0.000,Red Tailed Hawk,23-5,0,5,0,5,0.000,0.000,
11,0.000,Dog,16-23,56,82,0,138,0.406,0.406,
11,0.000,Dog,23-5,172,155,0,327,0.526,0.526,
11,0.000,Human,16-23,1680,196,0,1876,0.896,0.896,
11,0.000,Human,23-5,3555,243,0,3798,0.936,0.936,
11,0.000,Wild Turkey,16-23,1,45,0,46,0.022,0.022,
11,0.000,Wild Turkey,23-5,1,77,0,78,0.013,0.013,
11,0.000,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
11,0.000,Clark Grebe,23-5,0,2,0,2,0.000,0.000,
11,0.000,Seagull,16-23,0,0,0,0,NaN,NaN,
11,0.000,Seagull,23-5,5,62,0,67,0.075,0.075,
11,0.000,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
11,0.000,Surf Scoter,23-5,0,2,0,2,0.000,0.000,
11,0.000,Pigeon,16-23,47,193,0,240,0.196,0.196,
11,0.000,Pigeon,23-5,139,344,0,483,0.288,0.288,
11,0.000,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000,
11,0.000,Pacific Ocean Water,23-5,0,95,0,95,0.000,0.000,
11,0.000,Cat,16-23,19,34,0,53,0.358,0.358,
11,0.000,Cat,23-5,37,64,0,101,0.366,0.366,
11,0.000,Horse,16-23,5,41,0,46,0.109,0.109,
11,0.000,Horse,23-5,32,99,0,131,0.244,0.244,
11,0.000,orangutan,16-23,0,1,0,1,0.000,0.000,
11,0.000,orangutan,23-5,0,2,0,2,0.000,0.000,
11,0.000,Bat,16-23,36,1,0,37,0.973,0.973,
11,0.000,Bat,23-5,73,2,0,75,0.973,0.973,
11,0.000,Deer,16-23,14,7,0,21,0.667,0.667,
11,0.000,Deer,23-5,35,8,0,43,0.814,0.814,
11,0.000,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
11,0.000,Great Horned Owl,23-5,0,10,0,10,0.000,0.000,
11,0.000,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
11,0.000,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
11,0.000,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
11,0.000,Unknown Avian,23-5,0,4,0,4,0.000,0.000,
11,0.000,Human UTI,16-23,75,64,0,139,0.540,0.540,
11,0.000,Human UTI,23-5,208,71,0,279,0.746,0.746,
11,0.000,unknown,16-23,0,11,0,11,0.000,0.000,
11,0.000,unknown,23-5,1,21,0,22,0.045,0.045,
11,0.000,SLO Creek Water,16-23,0,876,0,876,0.000,0.000,
11,0.000,SLO Creek Water,23-5,0,2131,0,2131,0.000,0.000,
11,0.000,Pig/Swine,16-23,6,20,0,26,0.231,0.231,
11,0.000,Pig/Swine,23-5,17,32,0,49,0.347,0.347,
11,0.000,Klebsiella,16-23,0,0,0,0,NaN,NaN,
11,0.000,Klebsiella,23-5,0,0,0,0,NaN,NaN,
11,0.000,Hu Cw and Dg,16-23,19,11,0,30,0.633,0.633,
11,0.000,Hu Cw and Dg,23-5,33,27,0,60,0.550,0.550,
11,0.000,Ground Squirrel,16-23,87,87,0,174,0.500,0.500,
11,0.000,Ground Squirrel,23-5,161,157,0,318,0.506,0.506,
11,0.000,Opossum,16-23,0,6,0,6,0.000,0.000,
11,0.000,Opossum,23-5,0,12,0,12,0.000,0.000,
11,0.000,Cow,16-23,1555,234,0,1789,0.869,0.869,
11,0.000,Cow,23-5,3140,350,0,3490,0.900,0.900,
11,0.000,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
11,0.000,Deer Mouse,23-5,0,4,0,4,0.000,0.000,
11,0.000,OVERALL,16-23,3747,2601,0,6348,0.590,0.590,
11,0.000,OVERALL,23-5,8000,5236,0,13236,0.604,0.604,
11,0.500,Chicken,16-23,0,40,0,40,0.000,0.000,
11,0.500,Chicken,23-5,28,34,20,82,0.452,0.341,
11,0.500,Sea Lion,16-23,0,2,0,2,0.000,0.000,
11,0.500,Sea Lion,23-5,1,4,1,6,0.200,0.167,
11,0.500,Hu and Cw,16-23,20,10,0,30,0.667,0.667,
11,0.500,Hu and Cw,23-5,25,18,17,60,0.581,0.417,
11,0.500,Sheep,16-23,47,57,0,104,0.452,0.452,
11,0.500,Sheep,23-5,110,45,37,192,0.710,0.573,
11,0.500,Hu and Dg,16-23,19,13,0,32,0.594,0.594,
11,0.500,Hu and Dg,23-5,36,12,12,60,0.750,0.600,
11,0.500,Common Loon,16-23,0,2,0,2,0.000,0.000,
11,0.500,Common Loon,23-5,1,2,1,4,0.333,0.250,
11,0.500,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
11,0.500,Red-Winged Blackbird,23-5,1,2,1,4,0.333,0.250,
11,0.500,Cw,16-23,19,11,0,30,0.633,0.633,
11,0.500,Cw,23-5,35,7,18,60,0.833,0.583,
11,0.500,Cliff Sparrow,16-23,2,26,0,28,0.071,0.071,
11,0.500,Cliff Sparrow,23-5,14,29,13,56,0.326,0.250,
11,0.500,Pig,16-23,7,30,0,37,0.189,0.189,
11,0.500,Pig,23-5,20,30,18,68,0.400,0.294,
11,0.500,Barn Owl,16-23,0,0,0,0,NaN,NaN,
11,0.500,Barn Owl,23-5,0,2,0,2,0.000,0.000,
11,0.500,Wild Pig,16-23,1,16,0,17,0.059,0.059,
11,0.500,Wild Pig,23-5,4,10,4,18,0.286,0.222,
11,0.500,Pennington Creek Water,16-23,0,345,0,345,0.000,0.000,
11,0.500,Pennington Creek Water,23-5,183,465,134,782,0.282,0.234,
11,0.500,Guinni,16-23,0,0,0,0,NaN,NaN,
11,0.500,Guinni,23-5,0,2,0,2,0.000,0.000,
11,0.500,Racoon,16-23,0,2,0,2,0.000,0.000,
11,0.500,Racoon,23-5,1,3,1,5,0.250,0.200,
11,0.500,Hu,16-23,22,7,0,29,0.759,0.759,
11,0.500,Hu,23-5,40,11,9,60,0.784,0.667,
11,0.500,Cw and Dg,16-23,4,26,0,30,0.133,0.133,
11,0.500,Cw and Dg,23-5,36,12,12,60,0.750,0.600,
11,0.500,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
11,0.500,Red Wind Blackbird,23-5,2,2,0,4,0.500,0.500,
11,0.500,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
11,0.500,Tree Swallow,23-5,2,2,0,4,0.500,0.500,
11,0.500,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
11,0.500,Turkey Vulture,23-5,2,3,0,5,0.400,0.400,
11,0.500,Dg,16-23,6,24,0,30,0.200,0.200,
11,0.500,Dg,23-5,44,2,14,60,0.957,0.733,
11,0.500,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
11,0.500,Western Kingbird,23-5,1,2,1,4,0.333,0.250,
11,0.500,White Crowned Sparrow,16-23,0,15,0,15,0.000,0.000,
11,0.500,White Crowned Sparrow,23-5,6,15,9,30,0.286,0.200,
11,0.500,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
11,0.500,Eared Grebe,23-5,0,4,0,4,0.000,0.000,
11,0.500,cougar,16-23,0,1,0,1,0.000,0.000,
11,0.500,cougar,23-5,0,1,1,2,0.000,0.000,
11,0.500,Ocean Water,16-23,0,0,0,0,NaN,NaN,
11,0.500,Ocean Water,23-5,0,10,0,10,0.000,0.000,
11,0.500,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
11,0.500,Red Tailed Hawk,23-5,2,3,0,5,0.400,0.400,
11,0.500,Dog,16-23,56,82,0,138,0.406,0.406,
11,0.500,Dog,23-5,178,97,52,327,0.647,0.544,
11,0.500,Human,16-23,1680,196,0,1876,0.896,0.896,
11,0.500,Human,23-5,2995,179,624,3798,0.944,0.789,
11,0.500,Wild Turkey,16-23,1,45,0,46,0.022,0.022,
11,0.500,Wild Turkey,23-5,20,39,19,78,0.339,0.256,
11,0.500,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
11,0.500,Clark Grebe,23-5,0,2,0,2,0.000,0.000,
11,0.500,Seagull,16-23,0,0,0,0,NaN,NaN,
11,0.500,Seagull,23-5,5,62,0,67,0.075,0.075,
11,0.500,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
11,0.500,Surf Scoter,23-5,0,2,0,2,0.000,0.000,
11,0.500,Pigeon,16-23,47,193,0,240,0.196,0.196,
11,0.500,Pigeon,23-5,181,216,86,483,0.456,0.375,
11,0.500,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000,
11,0.500,Pacific Ocean Water,23-5,25,50,20,95,0.333,0.263,
11,0.500,Cat,16-23,19,34,0,53,0.358,0.358,
11,0.500,Cat,23-5,45,43,13,101,0.511,0.446,
11,0.500,Horse,16-23,5,41,0,46,0.109,0.109,
11,0.500,Horse,23-5,51,62,18,131,0.451,0.389,
11,0.500,orangutan,16-23,0,1,0,1,0.000,0.000,
11,0.500,orangutan,23-5,0,1,1,2,0.000,0.000,
11,0.500,Bat,16-23,36,1,0,37,0.973,0.973,
11,0.500,Bat,23-5,58,1,16,75,0.983,0.773,
11,0.500,Deer,16-23,14,7,0,21,0.667,0.667,
11,0.500,Deer,23-5,32,3,8,43,0.914,0.744,
11,0.500,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
11,0.500,Great Horned Owl,23-5,2,7,1,10,0.222,0.200,
11,0.500,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
11,0.500,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
11,0.500,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
11,0.500,Unknown Avian,23-5,0,2,2,4,0.000,0.000,
11,0.500,Human UTI,16-23,75,64,0,139,0.540,0.540,
11,0.500,Human UTI,23-5,181,41,57,279,0.815,0.649,
11,0.500,unknown,16-23,0,11,0,11,0.000,0.000,
11,0.500,unknown,23-5,6,11,5,22,0.353,0.273,
11,0.500,SLO Creek Water,16-23,0,876,0,876,0.000,0.000,
11,0.500,SLO Creek Water,23-5,446,1332,353,2131,0.251,0.209,
11,0.500,Pig/Swine,16-23,6,20,0,26,0.231,0.231,
11,0.500,Pig/Swine,23-5,22,17,10,49,0.564,0.449,
11,0.500,Klebsiella,16-23,0,0,0,0,NaN,NaN,
11,0.500,Klebsiella,23-5,0,0,0,0,NaN,NaN,
11,0.500,Hu Cw and Dg,16-23,19,11,0,30,0.633,0.633,
11,0.500,Hu Cw and Dg,23-5,25,16,19,60,0.610,0.417,
11,0.500,Ground Squirrel,16-23,87,87,0,174,0.500,0.500,
11,0.500,Ground Squirrel,23-5,167,93,58,318,0.642,0.525,
11,0.500,Opossum,16-23,0,6,0,6,0.000,0.000,
11,0.500,Opossum,23-5,2,6,4,12,0.250,0.167,
11,0.500,Cow,16-23,1555,234,0,1789,0.869,0.869,
11,0.500,Cow,23-5,2512,268,710,3490,0.904,0.720,
11,0.500,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
11,0.500,Deer Mouse,23-5,0,2,2,4,0.000,0.000,
11,0.500,OVERALL,16-23,3747,2601,0,6348,0.590,0.590,
11,0.500,OVERALL,23-5,7547,3288,2401,13236,0.697,0.570,
11,0.900,Chicken,16-23,0,40,0,40,0.000,0.000,
11,0.900,Chicken,23-5,8,34,40,82,0.190,0.098,
11,0.900,Sea Lion,16-23,0,2,0,2,0.000,0.000,
11,0.900,Sea Lion,23-5,0,4,2,6,0.000,0.000,
11,0.900,Hu and Cw,16-23,20,10,0,30,0.667,0.667,
11,0.900,Hu and Cw,23-5,12,18,30,60,0.400,0.200,
11,0.900,Sheep,16-23,47,57,0,104,0.452,0.452,
11,0.900,Sheep,23-5,53,45,94,192,0.541,0.276,
11,0.900,Hu and Dg,16-23,19,13,0,32,0.594,0.594,
11,0.900,Hu and Dg,23-5,18,12,30,60,0.600,0.300,
11,0.900,Common Loon,16-23,0,2,0,2,0.000,0.000,
11,0.900,Common Loon,23-5,0,2,2,4,0.000,0.000,
11,0.900,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
11,0.900,Red-Winged Blackbird,23-5,0,2,2,4,0.000,0.000,
11,0.900,Cw,16-23,19,11,0,30,0.633,0.633,
11,0.900,Cw,23-5,23,7,30,60,0.767,0.383,
11,0.900,Cliff Sparrow,16-23,2,26,0,28,0.071,0.071,
11,0.900,Cliff Sparrow,23-5,0,29,27,56,0.000,0.000,
11,0.900,Pig,16-23,7,30,0,37,0.189,0.189,
11,0.900,Pig,23-5,4,30,34,68,0.118,0.059,
11,0.900,Barn Owl,16-23,0,0,0,0,NaN,NaN,
11,0.900,Barn Owl,23-5,0,2,0,2,0.000,0.000,
11,0.900,Wild Pig,16-23,1,16,0,17,0.059,0.059,
11,0.900,Wild Pig,23-5,0,10,8,18,0.000,0.000,
11,0.900,Pennington Creek Water,16-23,0,344,1,345,0.000,0.000,
11,0.900,Pennington Creek Water,23-5,0,461,321,782,0.000,0.000,
11,0.900,Guinni,16-23,0,0,0,0,NaN,NaN,
11,0.900,Guinni,23-5,0,2,0,2,0.000,0.000,
11,0.900,Racoon,16-23,0,2,0,2,0.000,0.000,
11,0.900,Racoon,23-5,0,3,2,5,0.000,0.000,
11,0.900,Hu,16-23,22,7,0,29,0.759,0.759,
11,0.900,Hu,23-5,20,11,29,60,0.645,0.333,
11,0.900,Cw and Dg,16-23,4,26,0,30,0.133,0.133,
11,0.900,Cw and Dg,23-5,18,12,30,60,0.600,0.300,
11,0.900,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
11,0.900,Red Wind Blackbird,23-5,0,2,2,4,0.000,0.000,
11,0.900,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
11,0.900,Tree Swallow,23-5,0,2,2,4,0.000,0.000,
11,0.900,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
11,0.900,Turkey Vulture,23-5,0,3,2,5,0.000,0.000,
11,0.900,Dg,16-23,6,24,0,30,0.200,0.200,
11,0.900,Dg,23-5,28,2,30,60,0.933,0.467,
11,0.900,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
11,0.900,Western Kingbird,23-5,0,2,2,4,0.000,0.000,
11,0.900,White Crowned Sparrow,16-23,0,15,0,15,0.000,0.000,
11,0.900,White Crowned Sparrow,23-5,0,15,15,30,0.000,0.000,
11,0.900,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
11,0.900,Eared Grebe,23-5,0,4,0,4,0.000,0.000,
11,0.900,cougar,16-23,0,1,0,1,0.000,0.000,
11,0.900,cougar,23-5,0,1,1,2,0.000,0.000,
11,0.900,Ocean Water,16-23,0,0,0,0,NaN,NaN,
11,0.900,Ocean Water,23-5,0,10,0,10,0.000,0.000,
11,0.900,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
11,0.900,Red Tailed Hawk,23-5,0,3,2,5,0.000,0.000,
11,0.900,Dog,16-23,56,82,0,138,0.406,0.406,
11,0.900,Dog,23-5,92,97,138,327,0.487,0.281,
11,0.900,Human,16-23,1680,196,0,1876,0.896,0.896,
11,0.900,Human,23-5,2148,179,1471,3798,0.923,0.566,
11,0.900,Wild Turkey,16-23,1,45,0,46,0.022,0.022,
11,0.900,Wild Turkey,23-5,0,39,39,78,0.000,0.000,
11,0.900,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
11,0.900,Clark Grebe,23-5,0,2,0,2,0.000,0.000,
11,0.900,Seagull,16-23,0,0,0,0,NaN,NaN,
11,0.900,Seagull,23-5,5,62,0,67,0.075,0.075,
11,0.900,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
11,0.900,Surf Scoter,23-5,0,2,0,2,0.000,0.000,
11,0.900,Pigeon,16-23,47,193,0,240,0.196,0.196,
11,0.900,Pigeon,23-5,75,216,192,483,0.258,0.155,
11,0.900,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000,
11,0.900,Pacific Ocean Water,23-5,0,50,45,95,0.000,0.000,
11,0.900,Cat,16-23,19,34,0,53,0.358,0.358,
11,0.900,Cat,23-5,20,43,38,101,0.317,0.198,
11,0.900,Horse,16-23,5,41,0,46,0.109,0.109,
11,0.900,Horse,23-5,25,62,44,131,0.287,0.191,
11,0.900,orangutan,16-23,0,1,0,1,0.000,0.000,
11,0.900,orangutan,23-5,0,1,1,2,0.000,0.000,
11,0.900,Bat,16-23,36,1,0,37,0.973,0.973,
11,0.900,Bat,23-5,37,1,37,75,0.974,0.493,
11,0.900,Deer,16-23,14,7,0,21,0.667,0.667,
11,0.900,Deer,23-5,19,3,21,43,0.864,0.442,
11,0.900,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
11,0.900,Great Horned Owl,23-5,0,7,3,10,0.000,0.000,
11,0.900,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
11,0.900,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
11,0.900,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
11,0.900,Unknown Avian,23-5,0,2,2,4,0.000,0.000,
11,0.900,Human UTI,16-23,75,64,0,139,0.540,0.540,
11,0.900,Human UTI,23-5,103,38,138,279,0.730,0.369,
11,0.900,unknown,16-23,0,11,0,11,0.000,0.000,
11,0.900,unknown,23-5,0,11,11,22,0.000,0.000,
11,0.900,SLO Creek Water,16-23,0,873,3,876,0.000,0.000,
11,0.900,SLO Creek Water,23-5,0,1328,803,2131,0.000,0.000,
11,0.900,Pig/Swine,16-23,6,20,0,26,0.231,0.231,
11,0.900,Pig/Swine,23-5,8,17,24,49,0.320,0.163,
11,0.900,Klebsiella,16-23,0,0,0,0,NaN,NaN,
11,0.900,Klebsiella,23-5,0,0,0,0,NaN,NaN,
11,0.900,Hu Cw and Dg,16-23,19,11,0,30,0.633,0.633,
11,0.900,Hu Cw and Dg,23-5,14,16,30,60,0.467,0.233,
11,0.900,Ground Squirrel,16-23,87,87,0,174,0.500,0.500,
11,0.900,Ground Squirrel,23-5,84,93,141,318,0.475,0.264,
11,0.900,Opossum,16-23,0,6,0,6,0.000,0.000,
11,0.900,Opossum,23-5,0,6,6,12,0.000,0.000,
11,0.900,Cow,16-23,1555,234,0,1789,0.869,0.869,
11,0.900,Cow,23-5,1511,268,1711,3490,0.849,0.433,
11,0.900,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
11,0.900,Deer Mouse,23-5,0,2,2,4,0.000,0.000,
11,0.900,OVERALL,16-23,3747,2597,4,6348,0.591,0.590,
11,0.900,OVERALL,23-5,4325,3277,5634,13236,0.569,0.327,
11,0.950,Chicken,16-23,0,40,0,40,0.000,0.000,
11,0.950,Chicken,23-5,8,34,40,82,0.190,0.098,
11,0.950,Sea Lion,16-23,0,2,0,2,0.000,0.000,
11,0.950,Sea Lion,23-5,0,4,2,6,0.000,0.000,
11,0.950,Hu and Cw,16-23,20,10,0,30,0.667,0.667,
11,0.950,Hu and Cw,23-5,12,18,30,60,0.400,0.200,
11,0.950,Sheep,16-23,47,57,0,104,0.452,0.452,
11,0.950,Sheep,23-5,53,44,95,192,0.546,0.276,
11,0.950,Hu and Dg,16-23,19,13,0,32,0.594,0.594,
11,0.950,Hu and Dg,23-5,18,12,30,60,0.600,0.300,
11,0.950,Common Loon,16-23,0,2,0,2,0.000,0.000,
11,0.950,Common Loon,23-5,0,2,2,4,0.000,0.000,
11,0.950,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
11,0.950,Red-Winged Blackbird,23-5,0,2,2,4,0.000,0.000,
11,0.950,Cw,16-23,19,11,0,30,0.633,0.633,
11,0.950,Cw,23-5,23,7,30,60,0.767,0.383,
11,0.950,Cliff Sparrow,16-23,2,26,0,28,0.071,0.071,
11,0.950,Cliff Sparrow,23-5,0,29,27,56,0.000,0.000,
11,0.950,Pig,16-23,7,30,0,37,0.189,0.189,
11,0.950,Pig,23-5,4,30,34,68,0.118,0.059,
11,0.950,Barn Owl,16-23,0,0,0,0,NaN,NaN,
11,0.950,Barn Owl,23-5,0,2,0,2,0.000,0.000,
11,0.950,Wild Pig,16-23,1,16,0,17,0.059,0.059,
